Age,Gender,Education Level,Job Title,Years of Experience,Salary
23,Female,PhD,Software Engineer,0,112441.88
31,Female,Master's,HR Manager,7,105127.13
23,Male,High School,Marketing Manager,0,67421.71
31,Male,High School,Engineer,9,87073.45
43,Male,PhD,Financial Analyst,21,168888.25
30,Female,Master's,Sales Director,2,129599.16
27,Male,Master's,Financial Analyst,4,100967.91
49,Male,Master's,Marketing Analyst,26,166834.05
47,Male,Bachelor's,Graphic Designer,21,129945.97
60,Female,Master's,Research Scientist,36,212347.56
57,Female,Bachelor's,Director of Operations,32,204013.26
48,Female,PhD,Operations Manager,21,180789.52
37,Female,PhD,Account Manager,13,136451.61
25,Male,High School,VP of Operations,3,105789.30
27,Female,Bachelor's,Sales Director,2,112626.10
34,Female,PhD,VP of Operations,8,160782.46
22,Male,Master's,Marketing Manager,0,103810.57
53,Male,High School,Marketing Coordinator,30,136800.40
30,Male,Bachelor's,Senior Manager,7,116380.62
57,Female,Bachelor's,Content Creator,30,153693.78
34,Female,High School,Director of Operations,10,128289.99
45,Male,Bachelor's,Receptionist,23,121133.65
29,Female,Master's,Sales Associate,7,97794.82
43,Female,Master's,Marketing Coordinator,16,126602.06
49,Female,Bachelor's,Sales Associate,25,139811.73
29,Female,Bachelor's,Senior Manager,6,107036.54
45,Male,Bachelor's,UX Designer,22,141615.43
27,Female,Bachelor's,Senior Scientist,2,104799.04
52,Female,PhD,Director of Operations,28,222595.10
38,Male,Bachelor's,Engineer,14,122744.06
36,Female,High School,Software Developer,10,93646.12
46,Male,PhD,Receptionist,21,151769.80
27,Female,Master's,UX Designer,2,96540.73
29,Female,PhD,Web Developer,2,113925.99
22,Female,High School,Product Manager,0,85958.03
25,Male,PhD,Sales Director,0,138913.35
32,Male,Master's,Marketing Coordinator,5,100507.27
54,Male,Master's,Product Manager,32,206546.08
47,Female,Bachelor's,Content Creator,20,123950.77
58,Male,Bachelor's,Director of Operations,32,208035.76
42,Female,Master's,Content Creator,16,129574.87
60,Male,High School,Business Analyst,32,150319.92
52,Male,Master's,Receptionist,27,154384.31
26,Male,Master's,Engineer,0,92117.13
42,Male,High School,Engineer,17,113092.74
53,Male,Master's,UX Designer,29,180955.29
36,Female,Bachelor's,Web Developer,13,106532.23
48,Female,High School,Sales Manager,22,131400.97
40,Female,Master's,Marketing Manager,16,149577.72
25,Male,High School,Product Manager,0,79960.87
53,Female,High School,Financial Analyst,26,142069.27
24,Male,Bachelor's,Web Developer,0,72888.65
24,Male,Bachelor's,Engineer,0,79758.08
34,Male,High School,Content Creator,9,73557.99
28,Male,Bachelor's,VP of Operations,1,112402.32
24,Male,Bachelor's,Sales Associate,0,63197.60
41,Male,Bachelor's,Data Scientist,17,140070.43
32,Female,Master's,Senior Scientist,10,144536.05
38,Female,High School,Sales Director,15,130885.39
52,Male,Bachelor's,Project Engineer,27,164379.26
22,Male,High School,Web Developer,0,55783.43
55,Female,High School,Graphic Designer,28,133816.60
28,Male,High School,Financial Analyst,5,78564.92
51,Male,PhD,Data Analyst,23,173003.14
55,Female,Master's,Sales Associate,28,163920.37
44,Male,Master's,Director of Operations,21,188867.73
38,Male,Master's,Business Analyst,15,131053.94
56,Female,Master's,VP of Operations,33,223005.42
59,Female,PhD,UX Designer,32,198808.79
53,Female,Master's,Marketing Manager,26,176048.57
41,Female,High School,Sales Manager,15,109407.27
44,Female,High School,Research Scientist,17,128160.58
55,Male,PhD,Sales Associate,30,182445.09
29,Female,Master's,Product Manager,2,117134.22
47,Female,Master's,Marketing Analyst,24,154570.78
27,Female,Master's,UX Designer,2,99167.07
48,Female,High School,Sales Manager,21,126291.98
46,Male,PhD,Senior Scientist,24,208110.08
52,Female,Master's,Director of Operations,24,202210.12
56,Female,High School,UX Designer,30,154497.00
22,Female,Bachelor's,Sales Associate,0,65367.32
25,Female,High School,Engineer,0,60986.79
60,Female,Bachelor's,HR Manager,36,178425.92
60,Male,Master's,Graphic Designer,34,188382.88
23,Male,High School,IT Support,0,47049.58
25,Female,High School,Marketing Manager,0,69259.53
26,Male,High School,Sales Associate,1,56374.33
45,Female,High School,Marketing Manager,19,126710.49
55,Male,Master's,Business Analyst,32,183137.20
27,Female,Master's,Data Analyst,0,93217.80
55,Male,High School,Director of Operations,27,176661.90
37,Female,PhD,IT Support,14,130346.53
44,Female,High School,Product Manager,21,141073.37
43,Male,PhD,Financial Analyst,17,158171.76
43,Male,Master's,Software Engineer,18,157175.43
52,Male,Bachelor's,Director,25,201059.19
23,Male,Bachelor's,Engineer,0,80396.10
29,Female,High School,Sales Director,2,95157.16
42,Male,Master's,Data Scientist,18,161744.01
50,Male,PhD,VP of Operations,25,218259.60
30,Female,High School,Operations Manager,4,81393.48
44,Male,PhD,Research Scientist,22,194261.26
38,Male,PhD,Financial Analyst,13,152242.60
36,Male,Master's,Project Engineer,13,134371.56
54,Female,High School,Senior Manager,31,172859.33
57,Female,Bachelor's,Senior Scientist,35,209677.19
43,Female,PhD,Marketing Coordinator,19,155156.60
37,Female,Bachelor's,Marketing Coordinator,12,96363.28
32,Male,Master's,Director of Operations,4,146631.16
49,Female,Bachelor's,Senior Manager,24,165945.32
31,Female,Bachelor's,Software Engineer,7,108739.05
35,Male,Master's,Project Engineer,13,141201.23
46,Female,High School,Sales Manager,20,129087.62
39,Male,Master's,Engineer,12,133028.68
26,Female,High School,Sales Manager,3,77884.32
57,Female,Bachelor's,VP of Operations,32,202677.82
33,Male,Master's,IT Support,7,98606.58
29,Male,PhD,Sales Director,2,144292.60
42,Female,Master's,VP of Operations,14,167170.26
56,Female,High School,Operations Manager,30,164898.73
46,Male,PhD,Research Scientist,23,190270.19
28,Female,High School,IT Support,1,55729.06
57,Male,Bachelor's,Director of Operations,30,208496.01
28,Female,Bachelor's,Sales Director,3,113639.13
33,Female,High School,HR Manager,11,89564.29
38,Male,Bachelor's,Marketing Manager,13,123628.27
36,Male,Master's,Research Scientist,9,135039.91
49,Male,Master's,Web Developer,23,157825.02
40,Male,Master's,Marketing Analyst,18,143175.87
23,Male,Master's,Operations Manager,0,101113.53
25,Female,Bachelor's,Research Scientist,2,98058.76
50,Male,Bachelor's,Product Manager,25,177950.56
55,Male,PhD,IT Support,32,186407.90
33,Female,Bachelor's,Sales Director,5,117047.82
33,Male,Bachelor's,Engineer,6,103536.78
53,Male,PhD,Product Manager,27,214248.97
35,Male,High School,Marketing Manager,11,99056.63
54,Female,Bachelor's,Data Scientist,32,186117.02
37,Male,High School,UX Designer,10,89082.22
26,Female,PhD,Software Engineer,0,118705.04
30,Male,Master's,Director of Operations,7,155315.80
43,Female,High School,Project Engineer,16,114668.79
50,Female,Bachelor's,Sales Associate,28,149615.76
32,Male,Bachelor's,Account Manager,10,100816.58
45,Male,Master's,Software Developer,22,163740.66
28,Male,PhD,Marketing Manager,5,127412.63
23,Male,High School,Software Developer,0,71015.13
59,Male,Master's,Software Engineer,37,215477.50
30,Female,Master's,Software Engineer,6,120915.43
41,Female,High School,Sales Director,18,144061.32
33,Male,Bachelor's,Director,10,158009.52
48,Female,Master's,IT Support,20,141039.11
54,Female,High School,HR Manager,27,142087.09
43,Male,PhD,Sales Manager,21,181598.49
55,Male,Master's,Project Engineer,33,199408.36
42,Female,High School,Sales Director,16,134610.59
57,Female,Bachelor's,Data Analyst,32,164979.51
44,Female,PhD,Marketing Analyst,19,161880.59
58,Female,Master's,Software Developer,31,185787.40
47,Male,High School,Marketing Manager,25,140805.51
40,Female,PhD,Account Manager,18,153533.10
24,Female,PhD,Business Analyst,0,106275.64
30,Male,Bachelor's,Receptionist,7,79277.66
31,Female,High School,Operations Manager,4,87149.79
60,Female,Bachelor's,Marketing Manager,37,188647.73
26,Male,PhD,Business Analyst,0,103320.61
28,Female,PhD,Web Developer,3,117644.47
41,Male,PhD,Engineer,17,157159.36
56,Female,Master's,Content Creator,29,163299.54
57,Male,PhD,Financial Analyst,31,200571.34
23,Female,High School,Marketing Analyst,0,50048.74
35,Male,Bachelor's,Marketing Analyst,7,89944.64
36,Male,PhD,Project Engineer,14,155906.92
30,Male,PhD,Research Scientist,7,143340.88
32,Male,Bachelor's,Senior Scientist,9,133906.60
28,Female,Bachelor's,Research Scientist,1,100626.16
38,Male,PhD,Software Developer,10,148002.65
34,Male,PhD,Web Developer,9,136251.99
35,Female,Master's,Sales Director,11,153377.01
25,Male,High School,Project Engineer,0,73892.56
44,Male,Bachelor's,Software Developer,22,141748.90
52,Female,High School,Project Engineer,29,155307.76
37,Female,Bachelor's,Graphic Designer,12,101335.84
58,Male,PhD,Product Manager,31,223341.60
55,Female,High School,Operations Manager,30,163031.27
35,Female,PhD,Product Manager,8,156401.09
38,Male,High School,Account Manager,11,81333.94
38,Female,Bachelor's,Marketing Analyst,12,109618.93
44,Female,Master's,Marketing Manager,16,144895.69
25,Female,PhD,Project Engineer,0,110171.68
59,Male,Bachelor's,Data Analyst,31,164623.97
42,Female,Bachelor's,Product Manager,18,147408.68
23,Female,Bachelor's,Receptionist,0,52856.54
38,Male,PhD,Account Manager,15,144513.30
36,Male,Bachelor's,UX Designer,13,118095.34
26,Female,High School,Receptionist,0,41008.15
28,Female,PhD,Senior Scientist,5,153452.35
52,Female,PhD,Marketing Analyst,30,185095.77
49,Male,Master's,Sales Manager,21,161235.19
59,Male,Bachelor's,Content Creator,33,160738.59
22,Female,High School,Financial Analyst,0,62026.41
29,Male,PhD,Research Scientist,1,130446.76
41,Female,PhD,Marketing Coordinator,17,145172.41
23,Male,Master's,Sales Manager,0,98926.50
52,Female,High School,Research Scientist,29,163696.80
44,Male,Master's,Receptionist,22,129327.40
24,Female,Bachelor's,HR Manager,0,70082.12
56,Male,PhD,Engineer,32,208369.43
32,Female,PhD,Engineer,7,132312.81
56,Male,High School,Financial Analyst,30,154320.16
33,Female,PhD,Sales Associate,9,121984.73
53,Male,PhD,Sales Associate,29,181956.81
56,Male,Master's,Account Manager,30,172436.98
29,Male,PhD,Research Scientist,4,137809.71
51,Female,PhD,Software Engineer,27,194401.79
31,Male,PhD,Data Analyst,8,130217.42
45,Male,PhD,Account Manager,17,154293.34
55,Female,Master's,Sales Associate,28,166676.16
56,Male,Master's,Senior Manager,33,203323.38
43,Female,High School,Product Manager,19,141068.41
39,Male,Bachelor's,UX Designer,14,117123.12
26,Male,High School,Sales Manager,0,67517.64
58,Female,PhD,Marketing Manager,33,213065.26
51,Female,Bachelor's,Receptionist,28,134159.59
46,Female,High School,Director of Operations,22,163196.01
40,Male,PhD,Engineer,14,150057.11
37,Female,PhD,Sales Director,13,171063.21
50,Female,PhD,Receptionist,22,155407.35
22,Female,Master's,Financial Analyst,0,95181.42
24,Female,PhD,Data Analyst,0,109243.30
60,Male,PhD,Director of Operations,36,247814.02
44,Male,Master's,Research Scientist,17,164448.85
33,Male,PhD,Business Analyst,9,133135.84
55,Male,PhD,Financial Analyst,31,196818.55
22,Female,Bachelor's,Software Developer,0,84192.67
46,Female,High School,Project Engineer,18,121311.01
56,Male,High School,VP of Operations,33,191525.73
36,Male,High School,VP of Operations,11,122439.53
37,Male,PhD,Software Engineer,11,153873.79
34,Female,Master's,Content Creator,11,115284.38
33,Female,Bachelor's,Sales Manager,8,110068.12
60,Female,Bachelor's,Software Developer,35,187376.82
44,Female,High School,Content Creator,19,104965.02
38,Male,Master's,Engineer,14,138216.88
48,Female,High School,Senior Scientist,20,148911.21
42,Female,High School,Marketing Coordinator,19,106377.69
37,Male,Master's,HR Manager,11,126677.07
27,Female,Bachelor's,Product Manager,2,107585.70
53,Male,Master's,Software Engineer,25,175638.47
48,Male,PhD,Project Engineer,23,183568.70
39,Female,Master's,Senior Manager,13,143985.54
25,Female,Master's,Content Creator,3,82699.07
30,Male,High School,Marketing Analyst,6,72727.66
37,Male,Master's,VP of Operations,14,168653.68
54,Male,Bachelor's,Director of Operations,31,204267.48
22,Male,PhD,Sales Director,0,135170.80
51,Male,Master's,Data Scientist,23,179549.53
36,Female,High School,Marketing Coordinator,14,86159.26
42,Male,PhD,Marketing Analyst,15,149840.81
37,Female,High School,Software Engineer,15,109973.15
42,Male,PhD,Engineer,19,169786.85
51,Female,High School,Sales Manager,23,134031.12
58,Female,Master's,VP of Operations,30,209762.79
38,Female,Bachelor's,Web Developer,13,107462.52
36,Male,High School,HR Manager,13,100922.63
30,Female,Bachelor's,Director,8,151155.31
36,Male,High School,Engineer,9,95927.26
40,Male,PhD,Engineer,15,150716.15
25,Female,Master's,Project Engineer,0,101660.73
41,Male,Master's,Marketing Analyst,19,143862.05
57,Female,Bachelor's,Marketing Analyst,35,175496.92
31,Male,High School,Product Manager,5,103463.76
45,Female,High School,Software Engineer,17,125847.91
38,Male,Bachelor's,Senior Manager,14,137176.83
52,Male,Bachelor's,UX Designer,24,150050.05
60,Male,High School,Receptionist,32,137294.64
38,Male,Bachelor's,Graphic Designer,12,103434.63
32,Female,Master's,Sales Director,8,137840.87
24,Male,Bachelor's,Software Developer,1,83617.41
38,Male,PhD,Senior Scientist,11,169180.52
44,Male,PhD,Software Developer,20,171135.47
47,Male,PhD,VP of Operations,25,209067.62
58,Female,High School,Senior Scientist,35,188854.68
25,Female,PhD,Content Creator,1,92982.35
25,Male,Bachelor's,Director,0,122754.59
30,Female,Master's,Graphic Designer,8,100661.23
22,Female,PhD,Marketing Coordinator,0,95511.58
28,Male,Bachelor's,Operations Manager,3,96460.12
38,Female,Master's,HR Manager,14,132917.37
50,Female,Master's,Software Engineer,28,179940.10
57,Male,Bachelor's,Graphic Designer,35,168705.19
50,Female,High School,Web Developer,23,125712.38
25,Female,High School,Project Engineer,1,75731.27
45,Male,Master's,Sales Associate,21,146834.81
27,Female,High School,Engineer,2,71755.95
50,Female,High School,Business Analyst,26,132031.99
30,Male,High School,Receptionist,8,63565.93
53,Male,Bachelor's,Senior Scientist,28,191582.49
59,Male,Master's,HR Manager,37,193368.28
28,Female,Bachelor's,UX Designer,3,87566.82
57,Male,High School,UX Designer,29,152457.08
58,Male,Bachelor's,Receptionist,35,153493.37
56,Female,Master's,Senior Manager,28,193963.44
44,Male,PhD,Marketing Coordinator,17,152867.24
39,Female,Bachelor's,IT Support,12,101867.49
33,Male,PhD,Software Developer,8,136605.43
33,Female,Master's,Marketing Manager,9,123492.80
41,Female,Master's,Sales Associate,18,129041.12
22,Female,High School,VP of Operations,0,88958.17
36,Male,Bachelor's,Account Manager,12,102494.03
50,Female,Bachelor's,Web Developer,28,154468.39
23,Female,Bachelor's,Receptionist,0,52002.40
49,Female,Master's,HR Manager,24,164341.50
27,Male,PhD,Sales Associate,0,93213.04
22,Male,Bachelor's,Sales Manager,0,85898.90
37,Female,High School,Data Analyst,13,100607.99
54,Male,High School,IT Support,29,132491.70
53,Male,Bachelor's,Graphic Designer,27,151642.12
54,Female,High School,Operations Manager,29,158251.15
52,Female,PhD,Data Analyst,28,181979.96
22,Male,Bachelor's,VP of Operations,0,106829.68
37,Male,Bachelor's,Product Manager,10,127918.10
59,Male,High School,Data Analyst,31,147291.02
39,Male,Master's,Sales Manager,11,131814.97
24,Female,PhD,Content Creator,0,97648.76
57,Female,Master's,Operations Manager,31,199619.41
22,Female,Master's,HR Manager,0,86085.10
36,Male,Master's,Product Manager,11,143464.80
27,Female,Bachelor's,Graphic Designer,1,70365.76
54,Female,High School,Software Developer,28,151174.31
26,Female,Bachelor's,Research Scientist,0,90368.27
60,Female,High School,HR Manager,32,157250.14
48,Male,Bachelor's,Software Developer,22,149669.08
30,Female,Bachelor's,Product Manager,6,115508.39
51,Male,PhD,Business Analyst,29,187851.03
40,Female,High School,Sales Manager,18,121663.68
27,Male,High School,IT Support,1,51226.58
60,Female,Master's,Director of Operations,37,237735.04
46,Female,Master's,Receptionist,18,122253.40
22,Female,PhD,Software Engineer,0,113485.85
38,Female,High School,Sales Associate,11,79029.30
47,Female,Master's,VP of Operations,19,179839.03
58,Male,PhD,Marketing Analyst,35,210193.06
48,Female,High School,Sales Manager,21,126337.20
30,Female,Master's,Senior Scientist,7,141960.33
32,Female,Master's,Content Creator,10,104535.58
45,Male,Bachelor's,Business Analyst,22,138490.17
48,Female,PhD,VP of Operations,20,196224.06
22,Female,Bachelor's,Director,0,118198.35
44,Female,PhD,Senior Manager,17,172388.33
28,Male,PhD,Engineer,5,128216.81
58,Female,High School,Operations Manager,33,166854.57
22,Male,PhD,Marketing Manager,0,112559.75
52,Female,Master's,Data Scientist,25,188092.39
46,Male,PhD,Financial Analyst,21,168177.04
60,Female,PhD,UX Designer,34,204395.47
23,Male,High School,Director,1,109833.49
24,Male,Master's,Sales Director,2,128102.65
51,Male,Master's,Software Engineer,26,184436.80
30,Female,Bachelor's,Web Developer,6,86550.98
39,Male,Master's,Content Creator,12,115568.29
48,Female,Master's,VP of Operations,24,189530.32
58,Female,PhD,Sales Director,31,224110.02
55,Female,Bachelor's,Product Manager,33,199150.05
30,Female,High School,Software Developer,4,73951.62
57,Female,PhD,Web Developer,35,207299.88
49,Male,Master's,Content Creator,23,145203.79
43,Male,Bachelor's,Marketing Manager,21,147345.58
59,Male,Master's,Graphic Designer,31,175168.30
44,Female,PhD,Marketing Coordinator,18,151273.01
44,Male,Bachelor's,Engineer,22,143996.93
23,Male,Bachelor's,Sales Associate,0,69399.57
45,Female,Master's,Data Analyst,19,147538.47
34,Male,Bachelor's,Web Developer,10,107369.25
54,Female,Bachelor's,UX Designer,32,168756.73
49,Female,High School,HR Manager,23,121340.05
26,Male,High School,UX Designer,2,63440.80
57,Female,Bachelor's,Software Engineer,35,189182.30
41,Male,Master's,Director of Operations,16,181520.46
27,Male,Master's,Product Manager,2,120603.50
29,Female,Bachelor's,VP of Operations,5,128112.16
31,Female,PhD,IT Support,7,118179.07
57,Male,Bachelor's,UX Designer,35,175712.65
23,Female,High School,Account Manager,0,53154.46
44,Female,High School,Sales Manager,19,124965.33
44,Female,High School,Sales Associate,18,106489.26
58,Female,PhD,Data Scientist,36,225645.82
37,Male,High School,Director of Operations,9,126586.03
39,Male,High School,Software Engineer,12,107450.86
24,Male,Master's,Director of Operations,0,125855.07
36,Female,Master's,Content Creator,12,113290.54
51,Female,Bachelor's,Marketing Manager,28,160650.15
26,Female,Bachelor's,Financial Analyst,0,78940.91
35,Male,PhD,Account Manager,11,128860.92
47,Male,PhD,Receptionist,23,148718.38
23,Male,Master's,Data Scientist,1,110131.73
44,Male,Master's,Operations Manager,16,148946.63
27,Female,PhD,Director of Operations,4,157376.43
54,Male,PhD,Research Scientist,32,216851.52
26,Female,High School,Financial Analyst,3,69420.33
59,Female,PhD,Content Creator,35,192591.48
36,Male,High School,Research Scientist,9,109427.05
43,Female,High School,Sales Associate,21,114264.22
33,Female,Master's,Data Analyst,5,103915.29
50,Female,High School,Sales Manager,23,137173.47
33,Male,Bachelor's,UX Designer,11,108272.77
59,Female,Bachelor's,UX Designer,32,169277.91
40,Female,High School,Sales Director,16,130417.49
22,Male,Bachelor's,Account Manager,0,68137.78
60,Female,Master's,Research Scientist,36,210801.39
59,Female,High School,Engineer,37,174966.38
30,Male,High School,Graphic Designer,3,66752.30
40,Female,PhD,Project Engineer,14,154882.25
28,Female,PhD,Director of Operations,0,141108.89
57,Male,Master's,Director of Operations,29,215757.52
38,Male,High School,Senior Manager,13,114865.54
55,Male,Bachelor's,Software Developer,33,174979.08
52,Male,High School,Content Creator,26,131328.36
28,Female,PhD,Data Analyst,1,109347.43
35,Female,PhD,Product Manager,11,163027.93
26,Female,PhD,Web Developer,2,115198.66
32,Female,High School,VP of Operations,10,123911.83
51,Female,High School,Marketing Analyst,28,135067.66
35,Female,PhD,Software Engineer,9,139805.19
25,Male,Bachelor's,Operations Manager,1,94020.55
30,Female,High School,Senior Manager,6,99098.32
47,Female,PhD,Operations Manager,24,194548.18
31,Female,Master's,Software Developer,3,106475.12
38,Male,Bachelor's,HR Manager,16,118096.41
48,Female,PhD,Graphic Designer,24,167267.59
46,Male,High School,Content Creator,22,109914.37
58,Female,High School,Marketing Manager,32,159072.94
35,Male,Bachelor's,Marketing Analyst,13,105172.97
50,Male,PhD,Marketing Analyst,24,175110.65
53,Male,PhD,Marketing Manager,28,201065.73
58,Female,High School,Software Developer,33,158097.05
41,Female,Master's,Web Developer,15,137929.90
33,Male,PhD,Engineer,9,139151.99
46,Male,High School,Sales Director,18,146059.00
52,Male,Bachelor's,Senior Manager,30,180344.73
32,Male,Bachelor's,Business Analyst,9,94233.18
51,Male,Bachelor's,Sales Director,25,182842.56
35,Female,PhD,UX Designer,13,147901.86
51,Male,High School,Software Developer,28,152291.19
48,Female,High School,Business Analyst,22,118156.41
40,Female,Master's,Director of Operations,14,166961.89
54,Female,PhD,Research Scientist,32,219934.67
60,Male,Bachelor's,Senior Scientist,35,205353.22
28,Female,Bachelor's,IT Support,6,77713.82
33,Female,Master's,Director of Operations,11,159754.07
44,Male,Bachelor's,Sales Associate,20,123403.37
32,Male,PhD,Senior Manager,8,154399.67
35,Female,Master's,Marketing Manager,8,123343.69
22,Male,High School,HR Manager,0,58045.22
60,Male,Bachelor's,Marketing Analyst,38,184329.16
60,Female,High School,Data Scientist,38,185289.99
27,Male,High School,Director,4,123894.81
41,Male,PhD,Software Engineer,15,164430.24
24,Female,PhD,Software Developer,0,109952.21
48,Female,Master's,Marketing Analyst,23,155707.76
31,Female,Master's,HR Manager,3,99691.33
52,Female,PhD,Web Developer,28,191397.97
46,Male,PhD,Data Scientist,18,182073.01
52,Female,PhD,Data Scientist,30,213725.78
44,Male,Master's,Research Scientist,19,163320.81
51,Female,PhD,VP of Operations,26,219191.46
55,Male,PhD,Account Manager,30,187564.23
49,Male,PhD,Research Scientist,23,189849.39
31,Female,High School,Financial Analyst,6,80081.82
39,Female,High School,Project Engineer,13,110958.65
60,Female,Bachelor's,Content Creator,34,160177.85
41,Male,High School,Web Developer,16,102657.70
23,Male,Master's,Receptionist,0,68809.03
44,Male,Bachelor's,VP of Operations,18,167352.62
42,Male,High School,Project Engineer,15,113885.21
58,Female,Master's,Content Creator,30,165837.98
44,Male,PhD,Product Manager,18,185477.39
35,Female,Master's,Graphic Designer,12,113157.56
46,Male,High School,Sales Manager,24,136533.27
50,Female,Bachelor's,HR Manager,27,148334.17
54,Female,Bachelor's,IT Support,31,155393.59
54,Male,High School,Project Engineer,32,160377.12
58,Male,High School,Data Analyst,30,144396.57
34,Female,High School,Content Creator,11,76080.30
23,Male,Master's,Director of Operations,0,130165.39
29,Male,Master's,Marketing Manager,4,109296.87
25,Female,PhD,Software Engineer,0,115607.05
40,Female,High School,Software Developer,14,107550.83
36,Female,Master's,Receptionist,12,106505.55
22,Female,High School,Senior Manager,0,73737.30
59,Female,High School,Senior Scientist,36,188331.68
50,Female,High School,Engineer,23,132740.17
57,Female,High School,Content Creator,34,146314.45
58,Female,Bachelor's,IT Support,32,157571.55
34,Male,Master's,Sales Manager,8,121131.45
42,Male,PhD,Senior Manager,16,173147.99
29,Female,High School,Account Manager,3,57614.89
60,Female,PhD,Content Creator,32,194336.82
29,Female,PhD,Web Developer,2,111332.10
36,Female,Bachelor's,Director,13,164311.45
37,Female,High School,Data Scientist,9,104453.64
48,Female,PhD,UX Designer,25,180077.63
24,Male,Master's,Sales Associate,1,86713.47
26,Male,High School,Software Developer,0,71083.55
44,Male,Bachelor's,Marketing Coordinator,18,115730.15
59,Male,Master's,HR Manager,33,187003.90
51,Female,Bachelor's,Marketing Coordinator,29,147865.80
31,Male,Master's,Marketing Manager,7,122917.76
42,Female,High School,Data Analyst,20,114711.86
44,Male,High School,Account Manager,17,108321.49
48,Male,PhD,Receptionist,24,160291.58
57,Female,Master's,Sales Director,30,212798.55
46,Male,PhD,Graphic Designer,19,159308.94
53,Female,PhD,Business Analyst,31,192730.17
24,Male,High School,Engineer,0,64000.92
25,Female,Bachelor's,Senior Scientist,3,112848.27
52,Male,PhD,Business Analyst,27,179822.32
46,Female,PhD,Marketing Coordinator,20,155701.47
58,Male,Bachelor's,Senior Manager,34,192945.51
55,Female,PhD,Research Scientist,29,209865.40
46,Male,Master's,Web Developer,24,163443.24
37,Female,PhD,Software Developer,11,140671.42
39,Male,Bachelor's,Director,16,171495.54
36,Male,PhD,Receptionist,14,125557.87
47,Female,Bachelor's,Financial Analyst,23,147624.51
22,Male,High School,Director of Operations,0,95239.83
42,Female,High School,Director of Operations,14,136102.74
52,Female,High School,Director of Operations,25,169170.14
51,Male,Bachelor's,Sales Manager,24,158948.49
29,Female,Bachelor's,Software Engineer,3,99181.40
45,Female,Bachelor's,UX Designer,19,134994.76
50,Male,High School,Product Manager,24,153200.77
52,Male,Master's,Receptionist,30,159156.54
60,Female,PhD,IT Support,37,199743.41
43,Male,High School,UX Designer,20,119953.37
60,Male,PhD,Operations Manager,34,224333.77
24,Male,High School,Financial Analyst,0,60729.53
48,Female,PhD,HR Manager,23,171987.69
35,Male,High School,Software Engineer,9,99489.93
29,Female,PhD,Web Developer,5,120158.62
54,Male,Bachelor's,UX Designer,28,158528.40
48,Male,High School,Director,25,179736.23
48,Male,Master's,Marketing Manager,23,166929.04
55,Male,Bachelor's,Sales Associate,28,147562.80
37,Female,PhD,Data Analyst,14,143913.57
27,Female,PhD,Content Creator,0,99007.66
45,Female,PhD,Sales Director,20,192036.35
51,Male,High School,UX Designer,29,147450.67
28,Female,Bachelor's,Financial Analyst,2,87969.65
36,Male,High School,Content Creator,12,84489.70
36,Male,PhD,Content Creator,10,128389.60
46,Female,High School,Marketing Analyst,19,109421.21
60,Female,PhD,Research Scientist,32,216511.99
59,Male,PhD,Senior Scientist,33,231121.62
31,Male,PhD,Marketing Coordinator,3,109448.93
54,Male,Bachelor's,Senior Manager,26,177625.20
55,Female,High School,Data Analyst,30,149323.90
55,Male,High School,IT Support,28,127850.22
33,Female,PhD,Software Engineer,8,138361.12
60,Female,PhD,Research Scientist,37,233897.83
49,Female,Master's,Director,25,209710.94
23,Male,High School,Marketing Analyst,0,59153.57
44,Female,High School,Director of Operations,18,150057.04
56,Male,PhD,Data Analyst,30,195454.75
49,Female,Master's,Software Engineer,21,168898.15
53,Male,PhD,HR Manager,27,188741.71
50,Female,High School,UX Designer,26,137607.11
22,Female,Master's,VP of Operations,0,126371.90
52,Female,Bachelor's,Operations Manager,28,174714.60
45,Female,High School,Senior Manager,20,138901.03
48,Male,High School,Director,23,176457.61
58,Female,PhD,VP of Operations,30,232637.27
53,Male,Bachelor's,Product Manager,26,176506.08
45,Male,High School,Sales Manager,20,123646.79
24,Male,Bachelor's,Project Engineer,2,86435.95
40,Male,High School,Sales Associate,17,97301.31
57,Female,PhD,UX Designer,31,199850.11
51,Female,High School,HR Manager,28,142839.91
56,Male,Bachelor's,VP of Operations,32,205542.18
38,Male,PhD,UX Designer,16,152673.44
45,Female,Bachelor's,IT Support,19,116497.65
42,Male,PhD,Software Developer,19,164991.00
56,Female,Bachelor's,Financial Analyst,31,163302.00
49,Female,Master's,IT Support,26,158423.94
35,Female,PhD,Business Analyst,8,128258.53
57,Female,PhD,Data Scientist,32,221173.12
30,Male,Master's,UX Designer,2,98463.15
58,Female,Bachelor's,Account Manager,36,171222.66
36,Male,High School,Research Scientist,12,118718.63
37,Male,High School,Business Analyst,9,88947.43
46,Male,PhD,Engineer,18,162623.13
54,Male,Bachelor's,Engineer,27,156789.93
37,Female,Bachelor's,Marketing Manager,15,123738.84
44,Female,High School,Web Developer,22,123104.57
37,Male,PhD,Sales Director,14,172067.21
60,Female,Master's,Product Manager,32,213515.54
29,Female,Master's,Engineer,3,105452.23
23,Female,PhD,Web Developer,0,108633.63
57,Male,PhD,Product Manager,32,227558.33
27,Male,High School,Content Creator,2,56368.29
51,Female,PhD,Project Engineer,23,187261.98
60,Female,Bachelor's,HR Manager,35,176893.49
24,Female,Bachelor's,Software Engineer,0,83690.25
